
    OUTPUT FILES FOR THE Sun  

 Solar Constant= 0.813   F_CH4= 2.9161E-03  F_CO2= 2.0000E-02  F_O2= 9.7205E-09  F_N2= 9.5261E-01  F_H2= 1.1237E-04  F_AR= 9.7205E-03  IO3 =  1   IUP=  1
 ICONSERV= 0  FAC= 4.0  ND=101  SRFALB= 0.320  G= 980.0  IMW= 2

 FNO2 = 1.241E-71

 NST=     1 JCONV= 26 CHG=1.87E-03 dt0=7.50E+03 DIVF(1)=-1.40E-03 DIVFrms= 8.77E-04 DT(ND)=-3.91E-02 T(ND)=2.7996E+02

 TIME= 5.000E+03  TIME IN DAYS = 5.787E-02

 PLANETARY ALBEDO:  ALBP = 0.2659

  J     P         ALT         T        CONVEC       DT          TOLD        FH20       FSAVE        FO3        TCOOL       THEAT
  2 1.1587E-04 5.6028E+01 -2.2362E+02 -2.0418E+05  1.2598E+02  2.0431E+05  2.0396E+05  2.7785E+05  7.3895E+04 -1.0945E-03
  3 1.3411E-04 5.5145E+01 -2.0948E+02 -2.0413E+05  1.7249E+02  2.0431E+05  2.0392E+05  2.7782E+05  7.3895E+04 -1.0253E-03
  4 1.5505E-04 5.4267E+01 -1.9688E+02 -2.0409E+05  2.1632E+02  2.0431E+05  2.0389E+05  2.7779E+05  7.3895E+04 -9.6366E-04
  5 1.7906E-04 5.3395E+01 -1.8681E+02 -2.0405E+05  2.5886E+02  2.0431E+05  2.0386E+05  2.7776E+05  7.3894E+04 -9.1435E-04
  6 2.0655E-04 5.2531E+01 -1.7954E+02 -2.0401E+05  3.0096E+02  2.0431E+05  2.0383E+05  2.7772E+05  7.3894E+04 -8.7877E-04
  7 2.3800E-04 5.1673E+01 -1.7453E+02 -2.0396E+05  3.4402E+02  2.0431E+05  2.0379E+05  2.7768E+05  7.3893E+04 -8.5424E-04
  8 2.7394E-04 5.0822E+01 -1.7127E+02 -2.0392E+05  3.8939E+02  2.0431E+05  2.0375E+05  2.7764E+05  7.3892E+04 -8.3828E-04
  9 3.1495E-04 4.9978E+01 -1.6960E+02 -2.0387E+05  4.3800E+02  2.0431E+05  2.0370E+05  2.7759E+05  7.3891E+04 -8.3014E-04
 10 3.6170E-04 4.9141E+01 -1.6979E+02 -2.0382E+05  4.9029E+02  2.0431E+05  2.0365E+05  2.7754E+05  7.3890E+04 -8.3105E-04
 11 4.1493E-04 4.8311E+01 -1.7201E+02 -2.0376E+05  5.4666E+02  2.0431E+05  2.0359E+05  2.7748E+05  7.3889E+04 -8.4191E-04
 12 4.7546E-04 4.7488E+01 -1.7588E+02 -2.0370E+05  6.0792E+02  2.0431E+05  2.0352E+05  2.7741E+05  7.3888E+04 -8.6086E-04
 13 5.4421E-04 4.6672E+01 -1.8042E+02 -2.0363E+05  6.7551E+02  2.0431E+05  2.0345E+05  2.7734E+05  7.3887E+04 -8.8309E-04
 14 6.2221E-04 4.5863E+01 -1.8413E+02 -2.0356E+05  7.5147E+02  2.0431E+05  2.0337E+05  2.7726E+05  7.3885E+04 -9.0123E-04
 15 7.1060E-04 4.5060E+01 -1.8518E+02 -2.0347E+05  8.3806E+02  2.0431E+05  2.0329E+05  2.7717E+05  7.3884E+04 -9.0639E-04
 16 8.1065E-04 4.4265E+01 -1.8162E+02 -2.0337E+05  9.3745E+02  2.0431E+05  2.0319E+05  2.7707E+05  7.3882E+04 -8.8896E-04
 17 9.2375E-04 4.3477E+01 -1.7187E+02 -2.0326E+05  1.0515E+03  2.0431E+05  2.0309E+05  2.7696E+05  7.3879E+04 -8.4121E-04
 18 1.0515E-03 4.2696E+01 -1.5421E+02 -2.0313E+05  1.1815E+03  2.0431E+05  2.0297E+05  2.7685E+05  7.3877E+04 -7.5480E-04
 19 1.1955E-03 4.1922E+01 -1.0977E+02 -2.0296E+05  1.3461E+03  2.0431E+05  2.0285E+05  2.7673E+05  7.3874E+04 -5.3727E-04
 20 1.3577E-03 4.1155E+01 -6.3012E+01 -2.0279E+05  1.5199E+03  2.0431E+05  2.0273E+05  2.7660E+05  7.3871E+04 -3.0842E-04
 21 1.5403E-03 4.0395E+01 -7.6098E+00 -2.0260E+05  1.7082E+03  2.0431E+05  2.0259E+05  2.7646E+05  7.3867E+04 -3.7246E-05
