
Int #22
 T=112K
  Pressure     K1           K2           K3           K4           K5           K6
  1.00000E-04  1.64231E-05  6.94651E-05  3.83337E-04  9.93588E-03  1.35439E+00  3.54422E+03
  1.00000E-03  1.78521E-04  7.18211E-04  4.04001E-03  9.40411E-02  1.05410E+01  3.16087E+03
  1.00000E-02  1.77591E-03  7.24231E-03  4.03842E-02  9.21478E-01  6.31387E+01  4.12421E+03
  1.00000E-01  1.86557E-02  7.37133E-02  3.64528E-01  4.11718E+00  4.50963E+02  6.50314E+03
  1.00000E+00  1.67884E-01  4.48915E-01  1.04381E+00  1.03098E+01  1.16528E+03  5.60487E+03
 T=295K
  Pressure     K1           K2           K3           K4           K5           K6
  1.00000E-04  4.49585E-05  2.04547E-04  1.52712E-03  7.49478E-02  4.24828E+00  7.73529E+03
  1.00000E-03  4.80617E-04  2.05158E-03  1.63890E-02  6.49058E-01  2.53628E+01  9.53733E+03
  1.00000E-02  4.39051E-03  2.04431E-02  1.59160E-01  4.66619E+00  1.56818E+02  9.00696E+03
  1.00000E-01  4.41634E-02  2.06919E-01  1.51419E+00  2.63132E+01  1.14232E+03  1.22531E+04
  1.00000E+00  3.79078E-01  1.25524E+00  4.77403E+00  9.71114E+01  3.29423E+03  7.96029E+03

Int #35
 T=112K
  Pressure     K1           K2           K3           K4           K5           K6
  1.00000E-04  5.60213E-02  2.84006E-01  1.10416E+00  7.39334E+00  8.60360E+02  2.41467E+04
  1.00000E-03  5.97700E-01  2.91788E+00  1.06816E+01  5.73774E+01  1.25347E+03  2.66373E+04
  1.00000E-02  6.01078E+00  2.88020E+01  1.03370E+02  4.74256E+02  3.51368E+03  2.35259E+04
  1.00000E-01  5.29813E+01  2.38139E+02  7.51769E+02  2.10037E+03  5.85884E+03  1.74336E+04
  1.00000E+00  1.85775E+02  6.35769E+02  1.46493E+03  2.79475E+03  5.38299E+03  1.49912E+04
 T=188K
  Pressure     K1           K2           K3           K4           K5           K6
  1.00000E-04  1.67458E-01  6.04881E-01  2.01148E+00  1.22047E+01  3.79421E+03  4.05674E+04
  1.00000E-03  1.72879E+00  6.02766E+00  2.10034E+01  1.02559E+02  4.04363E+03  4.06565E+04
  1.00000E-02  1.67546E+01  5.95633E+01  1.95742E+02  8.74019E+02  6.38615E+03  3.60192E+04
  1.00000E-01  1.60977E+02  5.57557E+02  1.59575E+03  4.15366E+03  9.43409E+03  2.29568E+04
  1.00000E+00  8.76065E+02  2.11018E+03  3.52510E+03  5.38036E+03  8.18708E+03  1.46141E+04
 T=295K
  Pressure     K1           K2           K3           K4           K5           K6
  1.00000E-04  1.91909E-01  6.42084E-01  1.95662E+00  1.95812E+01  6.07264E+03  3.99927E+04
  1.00000E-03  1.91549E+00  6.56634E+00  1.94344E+01  1.15056E+02  6.75900E+03  4.65003E+04
  1.00000E-02  1.89568E+01  6.30016E+01  1.82625E+02  7.86523E+02  8.04490E+03  3.62385E+04
  1.00000E-01  1.87163E+02  6.01139E+02  1.67721E+03  4.40296E+03  1.03990E+04  2.42864E+04
  1.00000E+00  1.35794E+03  2.65112E+03  4.21386E+03  6.02563E+03  8.81988E+03  1.35129E+04

Int #36
 T=112K
  Pressure     K1           K2           K3           K4           K5           K6
  1.00000E-04  1.31755E-03  6.91219E-03  2.39564E-02  9.37028E-02  8.89018E-01  8.89451E+02
  1.00000E-03  1.32292E-02  6.63737E-02  2.39744E-01  9.64515E-01  6.25642E+00  9.61730E+02
  1.00000E-02  1.33741E-01  6.61476E-01  2.37908E+00  9.33486E+00  5.81312E+01  1.24678E+03
  1.00000E-01  1.34598E+00  6.33551E+00  2.22469E+01  7.53036E+01  2.73425E+02  1.30211E+03
  1.00000E+00  7.49480E+00  3.49279E+01  8.35146E+01  1.73513E+02  3.54466E+02  8.60146E+02
 T=188K
  Pressure     K1           K2           K3           K4           K5           K6
  1.00000E-04  5.32949E-03  2.14999E-02  6.67836E-02  2.77154E-01  4.28150E+00  4.89024E+03
  1.00000E-03  5.24568E-02  2.15866E-01  6.93677E-01  2.74719E+00  2.54251E+01  5.07333E+03
  1.00000E-02  5.20785E-01  2.14564E+00  6.85026E+00  2.76543E+01  1.84243E+02  5.31763E+03
  1.00000E-01  5.38253E+00  2.14687E+01  6.81293E+01  2.32831E+02  9.22938E+02  4.21497E+03
