  11   2.9811E+03   8.4538E+02   6.1031E+03   6.8206E+03   1.9880E+03   7.1882E+03   5.5915E+03   1.3563E+04   2.6474E+04   2.0247E+04   2.6699E+04   2.8237E+04   5495.   5666.
  12   7.2796E+03   2.3328E+03   1.5762E+04   1.9482E+04   4.9615E+03   1.7344E+04   1.3622E+04   3.3082E+04   5.8276E+04   4.7430E+04   6.3078E+04   6.3655E+04   5666.   6050.
  13   4.6922E+03   1.1172E+03   9.3459E+03   1.1399E+04   3.3285E+03   1.0077E+04   8.1679E+03   1.7894E+04   2.9189E+04   2.4480E+04   3.1498E+04   3.1540E+04   6050.   6250.
  14   1.1934E+04   5.2964E+03   2.2163E+04   2.6454E+04   8.5905E+03   2.3810E+04   1.9695E+04   3.9670E+04   5.9442E+04   5.1492E+04   6.3209E+04   6.3291E+04   6250.   6667.
  15   5.2763E+03   2.7242E+03   1.0209E+04   1.2485E+04   3.5398E+03   1.1156E+04   9.0138E+03   2.0913E+04   3.3703E+04   2.9225E+04   3.5363E+04   3.5402E+04   6667.   6910.
  16   3.1870E+04   1.9677E+04   4.5104E+04   4.9310E+04   2.6604E+04   4.7631E+04   4.2684E+04   6.3563E+04   7.9628E+04   7.3089E+04   8.2122E+04   8.2081E+04   6910.   7520.
  17   2.1334E+04   1.3806E+04   2.8713E+04   3.0643E+04   1.7848E+04   2.9939E+04   2.7519E+04   3.5807E+04   3.9328E+04   3.7561E+04   3.9782E+04   3.9798E+04   7520.   7840.
  18   5.2765E+04   4.0811E+04   6.0721E+04   6.1778E+04   4.9276E+04   6.1995E+04   5.9774E+04   6.5745E+04   6.6156E+04   6.4899E+04   6.6117E+04   6.6000E+04   7840.   8420.
  19   4.3168E+04   3.8428E+04   5.0527E+04   5.1546E+04   3.9578E+04   5.1123E+04   4.9592E+04   5.3150E+04   5.0942E+04   5.1034E+04   4.9857E+04   4.9796E+04   8420.   8910.
  20   7.4970E+04   7.0718E+04   7.7367E+04   7.6542E+04   7.3293E+04   7.7640E+04   7.7537E+04   7.5278E+04   6.7591E+04   6.9659E+04   6.5402E+04   6.5182E+04   8910.   9620.
  21   7.5264E+04   6.7189E+04   7.4871E+04   7.2938E+04   7.1534E+04   7.7204E+04   7.6330E+04   7.2588E+04   6.3015E+04   6.5936E+04   6.0052E+04   5.9913E+04   9620.  10360.
  22   3.5498E+04   3.3775E+04   3.4395E+04   3.3393E+04   3.4588E+04   3.4957E+04   3.5062E+04   3.1720E+04   2.6606E+04   2.8370E+04   2.5029E+04   2.4985E+04  10360.  10700.
  23   6.6444E+04   7.2009E+04   6.1131E+04   5.9121E+04   6.8484E+04   6.0167E+04   6.2206E+04   5.3597E+04   4.3260E+04   4.7091E+04   4.0292E+04   4.0138E+04  10700.  11300.
  24   7.7568E+04   8.3927E+04   7.0546E+04   6.8088E+04   7.9931E+04   6.9208E+04   7.1909E+04   6.0780E+04   4.8033E+04   5.3197E+04   4.4193E+04   4.4070E+04  11300.  12030.
  25   1.0499E+05   1.1640E+05   9.4102E+04   9.0770E+04   1.0919E+05   9.1513E+04   9.5890E+04   7.9118E+04   6.1175E+04   6.9340E+04   5.5226E+04   5.5075E+04  12030.  13070.
  26   1.0227E+05   1.0676E+05   9.5375E+04   9.2904E+04   1.0448E+05   9.3613E+04   9.6633E+04   8.2927E+04   6.3801E+04   7.4390E+04   5.6264E+04   5.6103E+04  13070.  14310.
  27   9.3166E+04   9.6822E+04   8.8849E+04   8.7321E+04   9.5366E+04   8.7561E+04   8.9545E+04   7.9306E+04   6.0037E+04   7.3069E+04   5.1226E+04   5.0973E+04  14310.  15650.
  28   8.4384E+04   9.5222E+04   7.6999E+04   7.5059E+04   8.9244E+04   7.5378E+04   7.8142E+04   6.6444E+04   4.7840E+04   6.1119E+04   3.9514E+04   3.9292E+04  15650.  16880.
  29   8.9270E+04   9.5333E+04   8.3133E+04   8.1285E+04   9.2279E+04   8.2308E+04   8.4325E+04   7.4325E+04   5.1910E+04   6.7441E+04   4.2580E+04   4.2349E+04  16880.  18620.
  30   5.8123E+04   5.9741E+04   5.4917E+04   5.3928E+04   5.9201E+04   5.4661E+04   5.5602E+04   5.0251E+04   3.4337E+04   4.4838E+04   2.8083E+04   2.7925E+04  18620.  20200.
  31   5.7908E+04   6.3943E+04   5.2978E+04   5.1788E+04   6.0793E+04   5.1864E+04   5.3675E+04   4.5659E+04   2.9690E+04   3.9132E+04   2.4237E+04   2.4088E+04  20200.  22030.
  32   6.8938E+04   7.7218E+04   6.0946E+04   5.9068E+04   7.2790E+04   5.8699E+04   6.2072E+04   4.8939E+04   3.0604E+04   4.0162E+04   2.5135E+04   2.4916E+04  22030.  24810.
  33   2.6602E+04   2.7498E+04   2.4396E+04   2.4077E+04   2.7327E+04   2.3271E+04   2.4491E+04   2.0712E+04   1.3801E+04   1.7675E+04   1.1338E+04   1.1225E+04  24810.  26600.
  34   3.0208E+04   3.0979E+04   2.7683E+04   2.7178E+04   3.0863E+04   2.6780E+04   2.7958E+04   2.3853E+04   1.5209E+04   1.9978E+04   1.2401E+04   1.2310E+04  26600.  29200.
  35   2.7390E+04   2.9313E+04   2.4686E+04   2.4245E+04   2.8472E+04   2.3645E+04   2.4904E+04   2.0810E+04   1.2978E+04   1.7181E+04   1.0556E+04   1.0487E+04  29200.  32390.
  36   2.3888E+04   2.7665E+04   2.0837E+04   2.0406E+04   2.5696E+04   1.9609E+04   2.1025E+04   1.6199E+04   9.3827E+03   1.2566E+04   7.6166E+03   7.5659E+03  32390.  35770.
  37   2.4260E+04   2.9488E+04   2.0431E+04   1.9814E+04   2.6619E+04   1.8978E+04   2.0732E+04   1.4669E+04   8.0293E+03   1.0842E+04   6.5059E+03   6.4612E+03  35770.  40100.
  38   6.9084E+03   8.2984E+03   5.8258E+03   5.6536E+03   7.5457E+03   5.3966E+03   5.9079E+03   4.1433E+03   2.2319E+03   3.0219E+03   1.8052E+03   1.7925E+03  40100.  41720.
