5.475E+06  6.45E+01  2.10E-09  1.27E-09  6.12E-09  3.30E-04
5.525E+06  5.89E+01  2.14E-09  1.04E-09  5.11E-09  3.30E-04
5.575E+06  5.37E+01  2.16E-09  8.50E-10  4.28E-09  3.30E-04
5.625E+06  4.90E+01  2.15E-09  6.96E-10  3.60E-09  3.30E-04
5.675E+06  4.48E+01  2.11E-09  5.71E-10  3.03E-09  3.30E-04
5.725E+06  4.08E+01  2.05E-09  4.70E-10  2.56E-09  3.30E-04
5.775E+06  3.73E+01  1.96E-09  3.88E-10  2.18E-09  3.30E-04
5.825E+06  3.40E+01  1.86E-09  3.22E-10  1.86E-09  3.30E-04
5.875E+06  3.10E+01  1.74E-09  2.68E-10  1.59E-09  3.30E-04
5.925E+06  2.83E+01  1.61E-09  2.25E-10  1.37E-09  3.30E-04
5.975E+06  2.59E+01  1.48E-09  1.89E-10  1.18E-09  3.30E-04
6.025E+06  2.36E+01  1.34E-09  1.60E-10  1.03E-09  3.30E-04
6.075E+06  2.15E+01  1.20E-09  1.36E-10  9.01E-10  3.30E-04
6.125E+06  1.97E+01  1.07E-09  1.17E-10  7.91E-10  3.30E-04
6.175E+06  1.80E+01  9.46E-10  1.00E-10  6.99E-10  3.30E-04
6.225E+06  1.64E+01  8.29E-10  8.67E-11  6.21E-10  3.30E-04
6.275E+06  1.50E+01  7.21E-10  7.55E-11  5.54E-10  3.30E-04
6.325E+06  1.37E+01  6.23E-10  6.61E-11  4.97E-10  3.30E-04
6.375E+06  1.25E+01  5.35E-10  5.81E-11  4.47E-10  3.30E-04
6.425E+06  1.14E+01  4.57E-10  5.14E-11  4.05E-10  3.30E-04
6.475E+06  1.04E+01  3.89E-10  4.58E-11  3.69E-10  3.30E-04
6.525E+06  9.48E+00  3.30E-10  4.09E-11  3.37E-10  3.30E-04
6.575E+06  8.65E+00  2.78E-10  3.68E-11  3.09E-10  3.30E-04
6.625E+06  7.90E+00  2.34E-10  3.33E-11  2.85E-10  3.30E-04
6.675E+06  7.21E+00  1.97E-10  3.02E-11  2.64E-10  3.30E-04
6.725E+06  6.58E+00  1.65E-10  2.76E-11  2.46E-10  3.30E-04
6.775E+06  6.01E+00  1.38E-10  2.54E-11  2.30E-10  3.30E-04
6.825E+06  5.49E+00  1.15E-10  2.34E-11  2.15E-10  3.30E-04
6.875E+06  5.01E+00  9.62E-11  2.15E-11  2.02E-10  3.30E-04
6.925E+06  4.57E+00  8.01E-11  1.98E-11  1.89E-10  3.30E-04
6.975E+06  4.17E+00  6.66E-11  1.82E-11  1.77E-10  3.30E-04
7.025E+06  3.81E+00  5.53E-11  1.68E-11  1.65E-10  3.30E-04
7.075E+06  3.48E+00  4.59E-11  1.54E-11  1.55E-10  3.30E-04
7.125E+06  3.18E+00  3.80E-11  1.42E-11  1.45E-10  3.30E-04
7.175E+06  2.90E+00  3.14E-11  1.31E-11  1.36E-10  3.30E-04
7.225E+06  2.65E+00  2.60E-11  1.20E-11  1.27E-10  3.30E-04
7.275E+06  2.42E+00  2.14E-11  1.11E-11  1.19E-10  3.30E-04
7.325E+06  2.21E+00  1.77E-11  1.02E-11  1.11E-10  3.30E-04
7.375E+06  2.02E+00  1.46E-11  9.36E-12  1.04E-10  3.30E-04
7.425E+06  1.84E+00  1.20E-11  8.61E-12  9.73E-11  3.30E-04
7.475E+06  1.68E+00  9.86E-12  7.92E-12  9.10E-11  3.30E-04
7.525E+06  1.53E+00  8.10E-12  7.29E-12  8.51E-11  3.30E-04
7.575E+06  1.40E+00  6.66E-12  6.70E-12  7.97E-11  3.30E-04
7.625E+06  1.28E+00  5.46E-12  6.17E-12  7.45E-11  3.30E-04
7.675E+06  1.17E+00  4.48E-12  5.67E-12  6.97E-11  3.30E-04
7.725E+06  1.07E+00  3.67E-12  5.22E-12  6.52E-11  3.30E-04
7.775E+06  9.74E-01  3.01E-12  4.80E-12  6.10E-11  3.30E-04
7.825E+06  8.90E-01  2.47E-12  4.41E-12  5.71E-11  3.30E-04
7.875E+06  8.12E-01  2.02E-12  4.06E-12  5.34E-11  3.30E-04
7.925E+06  7.42E-01  1.65E-12  3.73E-12  5.00E-11  3.30E-04
7.975E+06  6.78E-01  1.35E-12  3.43E-12  4.67E-11  3.30E-04
8.025E+06  6.19E-01  1.10E-12  3.16E-12  4.37E-11  3.30E-04
8.075E+06  5.65E-01  9.03E-13  2.90E-12  4.09E-11  3.30E-04
8.125E+06  5.16E-01  7.38E-13  2.67E-12  3.83E-11  3.30E-04
8.175E+06  4.71E-01  6.03E-13  2.46E-12  3.58E-11  3.30E-04
8.225E+06  4.30E-01  4.92E-13  2.26E-12  3.35E-11  3.30E-04
8.275E+06  3.93E-01  4.02E-13  2.08E-12  3.13E-11  3.30E-04
8.325E+06  3.59E-01  3.28E-13  1.91E-12  2.93E-11  3.30E-04
8.375E+06  3.28E-01  2.68E-13  1.76E-12  2.74E-11  3.30E-04
8.425E+06  2.99E-01  2.18E-13  1.62E-12  2.56E-11  3.30E-04
8.475E+06  2.74E-01  1.78E-13  1.49E-12  2.40E-11  3.30E-04
8.525E+06  2.50E-01  1.45E-13  1.37E-12  2.24E-11  3.30E-04
8.575E+06  2.28E-01  1.18E-13  1.26E-12  2.10E-11  3.30E-04
8.625E+06  2.08E-01  9.65E-14  1.16E-12  1.96E-11  3.30E-04
8.675E+06  1.90E-01  7.87E-14  1.06E-12  1.84E-11  3.30E-04
8.725E+06  1.74E-01  6.41E-14  9.77E-13  1.72E-11  3.30E-04
8.775E+06  1.59E-01  5.23E-14  8.99E-13  1.61E-11  3.30E-04
8.825E+06  1.45E-01  4.26E-14  8.27E-13  1.50E-11  3.30E-04
8.875E+06  1.33E-01  3.47E-14  7.60E-13  1.41E-11  3.30E-04
8.925E+06  1.21E-01  2.83E-14  7.00E-13  1.32E-11  3.30E-04
8.975E+06  1.11E-01  2.31E-14  6.44E-13  1.23E-11  3.30E-04
9.025E+06  1.01E-01  1.88E-14  5.92E-13  1.15E-11  3.30E-04
9.075E+06  9.23E-02  1.53E-14  5.45E-13  1.08E-11  3.30E-04
9.125E+06  8.43E-02  1.25E-14  5.02E-13  1.01E-11  3.30E-04
9.175E+06  7.70E-02  1.02E-14  4.62E-13  9.50E-12  3.30E-04
9.225E+06  7.04E-02  8.33E-15  4.26E-13  8.90E-12  3.30E-04
9.275E+06  6.43E-02  6.81E-15  3.93E-13  8.36E-12  3.30E-04
9.325E+06  5.87E-02  5.56E-15  3.62E-13  7.85E-12  3.30E-04
9.375E+06  5.36E-02  4.54E-15  3.34E-13  7.38E-12  3.30E-04
9.425E+06  4.90E-02  3.72E-15  3.09E-13  6.94E-12  3.30E-04
9.475E+06  4.48E-02  3.04E-15  2.86E-13  6.54E-12  3.30E-04
9.525E+06  4.09E-02  2.49E-15  2.66E-13  6.18E-12  3.30E-04
9.575E+06  3.74E-02  2.05E-15  2.47E-13  5.85E-12  3.30E-04
9.625E+06  3.41E-02  1.68E-15  2.31E-13  5.55E-12  3.30E-04
9.675E+06  3.12E-02  1.38E-15  2.16E-13  5.29E-12  3.30E-04
9.725E+06  2.85E-02  1.14E-15  2.04E-13  5.06E-12  3.30E-04
9.775E+06  2.60E-02  9.43E-16  1.93E-13  4.86E-12  3.30E-04
9.825E+06  2.38E-02  7.81E-16  1.84E-13  4.70E-12  3.30E-04
9.875E+06  2.17E-02  6.48E-16  1.77E-13  4.58E-12  3.30E-04
9.925E+06  1.99E-02  5.40E-16  1.73E-13  4.49E-12  3.30E-04
9.975E+06  1.82E-02  4.55E-16  1.71E-13  4.44E-12  3.30E-04
