 (nm)        32SO2           33SO2            34SO2            Error 32SO2      Error 33SO2      Error 34SO2
203.3903    1.8583564E-18    2.6288131E-18    3.3842374E-18    7.9123392E-19    5.2008142E-19    9.2796304E-19
203.4223    1.9594891E-18    2.3880005E-18    3.1934181E-18    8.0515126E-19    4.7091640E-19    1.0065980E-18
203.4542    2.5687047E-18    2.1148887E-18    3.0091484E-18    7.2908244E-19    4.4717254E-19    1.0521794E-18
203.4861    3.8736231E-18    1.8849060E-18    2.7867396E-18    6.3725190E-19    4.4268567E-19    1.0340968E-18
203.5181    5.9395427E-18    1.7567038E-18    2.4921401E-18    6.0723121E-19    4.5022611E-19    9.6912531E-19
203.5500    8.5682628E-18    1.7832817E-18    2.1261769E-18    6.7381487E-19    4.9866967E-19    8.8094713E-19
203.5820    1.1238919E-17    2.0551378E-18    1.7490028E-18    8.1236541E-19    6.0103509E-19    7.6000995E-19
203.6140    1.3281043E-17    2.7172607E-18    1.4741916E-18    9.4355560E-19    7.1438777E-19    5.9877911E-19
203.6460    1.4264356E-17    3.9251756E-18    1.4176475E-18    9.9971665E-19    7.8023825E-19    4.3022249E-19
203.6780    1.4221495E-17    5.7535585E-18    1.6715823E-18    9.9582380E-19    7.5607482E-19    3.2612509E-19
203.7100    1.3493751E-17    8.0561865E-18    2.3431675E-18    9.9629997E-19    6.4451418E-19    3.1500817E-19
203.7420    1.2474373E-17    1.0307208E-17    3.5722190E-18    9.8169687E-19    5.2278453E-19    3.5825263E-19
203.7740    1.1470333E-17    1.1783885E-17    5.4498360E-18    8.9187668E-19    4.6294598E-19    4.5553239E-19
203.8061    1.0650243E-17    1.2282117E-17    7.8657625E-18    7.7046234E-19    4.3984547E-19    5.8189733E-19
203.8381    1.0048467E-17    1.2106681E-17    1.0397076E-17    7.2138109E-19    4.0094609E-19    6.6886474E-19
203.8702    9.6208549E-18    1.1570675E-17    1.2422911E-17    7.2238843E-19    3.2139758E-19    6.8281566E-19
203.9023    9.3025118E-18    1.0892176E-17    1.3510832E-17    6.6992609E-19    2.1208577E-19    6.1825809E-19
203.9343    9.0484307E-18    1.0241794E-17    1.3672666E-17    5.6762263E-19    1.2120485E-19    4.7891382E-19
203.9664    8.8471678E-18    9.7329826E-18    1.3199805E-17    5.2520379E-19    1.3031968E-19    3.1741820E-19
203.9985    8.6826946E-18    9.3800721E-18    1.2420722E-17    5.6701149E-19    1.6286664E-19    2.5314582E-19
204.0306    8.4909832E-18    9.1192955E-18    1.1598067E-17    5.8045607E-19    1.6038280E-19    2.8168056E-19
204.0628    8.1874970E-18    8.8551579E-18    1.0883546E-17    5.6032397E-19    1.9418783E-19    2.9761563E-19
204.0949    7.7434193E-18    8.5036345E-18    1.0305075E-17    6.5260009E-19    2.5757607E-19    2.9998712E-19
204.1270    7.2092398E-18    8.0621672E-18    9.8074775E-18    9.1422588E-19    2.6255607E-19    3.1907446E-19
204.1592    6.6666445E-18    7.6165855E-18    9.3382712E-18    1.2282013E-18    1.9232568E-19    3.2526120E-19
204.1913    6.1814161E-18    7.2464125E-18    8.9073872E-18    1.4373659E-18    9.8442144E-20    2.7251386E-19
204.2235    5.7742992E-18    6.9667203E-18    8.5673403E-18    1.3877471E-18    1.1779446E-19    2.1900089E-19
204.2557    5.4157953E-18    6.7361692E-18    8.3381617E-18    1.0662155E-18    2.2608857E-19    2.0405623E-19
204.2879    5.0625245E-18    6.4803562E-18    8.1539480E-18    7.6451682E-19    3.8422322E-19    1.4989698E-19
204.3201    4.6946129E-18    6.1397919E-18    7.9042242E-18    8.2596831E-19    7.1850398E-19    7.4618845E-20
204.3523    4.3186287E-18    5.7103140E-18    7.5292658E-18    1.0235403E-18    1.3791111E-18    7.4618845E-20
204.3845    3.9606276E-18    5.2273707E-18    7.0551254E-18    1.2488180E-18    2.1891509E-18    7.4618845E-20
204.4168    3.6589325E-18    4.7456878E-18    6.5446384E-18    1.4628751E-18    2.7116329E-18    1.1485674E-19
204.4490    3.4440422E-18    4.3270426E-18    6.0437153E-18    1.5776124E-18    2.2385096E-18    3.3772256E-19
204.4812    3.3186845E-18    4.0132737E-18    5.5720755E-18    1.5994066E-18    9.6488648E-19    6.3013984E-19
204.5135    3.2654253E-18    3.8071739E-18    5.1344710E-18    1.5091379E-18    5.1319235E-19    9.4765288E-19
204.5458    3.2716742E-18    3.6733093E-18    4.7284346E-18    1.2673401E-18    9.2145836E-19    1.2287660E-18
204.5781    3.3349412E-18    3.5639905E-18    4.3553108E-18    9.5639949E-19    1.1920885E-18    1.4627257E-18
204.6104    3.4379558E-18    3.4636297E-18    4.0318380E-18    7.5222276E-19    1.2993685E-18    1.5837387E-18
204.6427    3.5261179E-18    3.4042178E-18    3.7827901E-18    7.1976207E-19    1.2481973E-18    1.5512394E-18
204.6750    3.5326039E-18    3.4264087E-18    3.6233931E-18    7.3525725E-19    1.1596020E-18    1.4194416E-18
204.7073    3.4345145E-18    3.5249997E-18    3.5628844E-18    7.3509917E-19    1.2332989E-18    1.2677139E-18
204.7396    3.2607672E-18    3.6323097E-18    3.6109376E-18    7.6123362E-19    1.3912820E-18    1.1500858E-18
204.7720    3.0570245E-18    3.6594833E-18    3.7525238E-18    7.9734610E-19    1.4310878E-18    1.0872499E-18
204.8043    2.8598752E-18    3.5590138E-18    3.9245403E-18    7.4244550E-19    1.3637096E-18    1.0626900E-18
204.8367    2.6915320E-18    3.3448417E-18    4.0387463E-18    5.8234400E-19    1.2317718E-18    1.0291358E-18
204.8691    2.5859237E-18    3.0664707E-18    4.0359176E-18    4.8788412E-19    1.0108683E-18    9.6272608E-19
204.9015    2.6312638E-18    2.7818181E-18    3.9150633E-18    5.7467207E-19    7.1041877E-19    8.9441649E-19
204.9339    2.9760777E-18    2.5373102E-18    3.7080184E-18    6.9868627E-19    4.1900144E-19    8.7089577E-19
204.9663    3.7625809E-18    2.3535044E-18    3.4383150E-18    7.5768788E-19    3.6935249E-19    9.0026689E-19
204.9987    5.0025176E-18    2.2438299E-18    3.1119989E-18    7.4040819E-19    4.8014378E-19    9.3050553E-19
205.0311    6.4793925E-18    2.2663613E-18    2.7417224E-18    6.9632130E-19    4.8428828E-19    8.9572225E-19
205.0635    7.8003502E-18    2.5428854E-18    2.3713391E-18    6.7831060E-19    4.1255030E-19    7.9936439E-19
205.0960    8.6272466E-18    3.1989310E-18    2.0727716E-18    6.4389037E-19    3.5358673E-19    7.0545399E-19
205.1284    8.9108123E-18    4.2625156E-18    1.9305831E-18    5.3813678E-19    3.2693089E-19    6.5123272E-19
205.1609    8.8976690E-18    5.5751596E-18    2.0439346E-18    4.4819533E-19    3.4143906E-19    6.4862993E-19
205.1934    8.9373041E-18    6.7661985E-18    2.5267203E-18    5.6025225E-19    3.6570379E-19    6.9421277E-19
205.2259    9.2877087E-18    7.4354281E-18    3.4574352E-18    7.5559839E-19    3.6303172E-19    7.5399743E-19
205.2584    1.0005229E-17    7.5289705E-18    4.7744201E-18    8.2331540E-19    3.5673601E-19    7.9415076E-19
205.2909    1.0937323E-17    7.3876102E-18    6.1873842E-18    7.0156611E-19    3.8118176E-19    7.9749558E-19
205.3234    1.1820164E-17    7.4003261E-18    7.2595300E-18    4.6395830E-19    4.1453349E-19    7.8041663E-19
205.3559    1.2425113E-17    7.7777237E-18    7.7403688E-18    2.5608114E-19    4.0907748E-19    7.7423567E-19
205.3885    1.2640640E-17    8.5238460E-18    7.8157263E-18    1.8702807E-19    3.4967494E-19    7.8534620E-19
205.4210    1.2434917E-17    9.4669907E-18    7.9158496E-18    2.3708946E-19    3.0064806E-19    7.8306625E-19
205.4536    1.1841198E-17    1.0358918E-17    8.3517363E-18    3.3991234E-19    3.4115853E-19    7.1166037E-19
205.4861    1.1011584E-17    1.1005312E-17    9.1531067E-18    4.0836205E-19    4.0634333E-19    5.6108989E-19
205.5187    1.0142566E-17    1.1282541E-17    1.0133643E-17    4.2132245E-19    4.2951579E-19    4.0808798E-19
205.5513    9.3313336E-18    1.1122702E-17    1.1048369E-17    4.3271519E-19    4.1552460E-19    3.5658384E-19
205.5839    8.5739331E-18    1.0575896E-17    1.1721934E-17    4.8330665E-19    3.8134833E-19    3.8601998E-19
205.6165    7.8582931E-18    9.8090912E-18    1.2083601E-17    5.5107879E-19    3.3206332E-19    3.8507470E-19
205.6492    7.2165454E-18    9.0047959E-18    1.2114446E-17    6.4156538E-19    2.7401455E-19    3.2718305E-19
205.6818    6.6971605E-18    8.2683772E-18    1.1798854E-17    8.2005139E-19    2.1569242E-19    2.7358945E-19
205.7144    6.3057050E-18    7.6092398E-18    1.1152756E-17    1.0344621E-18    1.6893201E-19    2.6191564E-19
205.7471    5.9867625E-18    7.0065053E-18    1.0274691E-17    1.1650640E-18    1.5372203E-19    2.4884284E-19
205.7797    5.6612771E-18    6.4670155E-18    9.3265024E-18    1.1569544E-18    1.6611392E-19    2.1084271E-19
205.8124    5.2767060E-18    6.0109693E-18    8.4489906E-18    1.0720119E-18    1.7431124E-19    1.8916711E-19
205.8451    4.8386223E-18    5.6345392E-18    7.7013398E-18    1.0764729E-18    1.9160576E-19    2.2265793E-19
205.8778    4.4191999E-18    5.3104370E-18    7.0680808E-18    1.1736011E-18    2.4551346E-19    2.8215622E-19
205.9105    4.1210584E-18    5.0141949E-18    6.5044303E-18    1.1914575E-18    2.9976844E-19    4.2105538E-19
205.9432    4.0046242E-18    4.7345356E-18    5.9840695E-18    1.1107675E-18    3.2170898E-19    6.8011457E-19
205.9759    4.0461436E-18    4.4671809E-18    5.5228031E-18    1.0891970E-18    2.9422825E-19    9.2374633E-19
206.0087    4.1606930E-18    4.2202532E-18    5.1588570E-18    1.1162046E-18    2.8334190E-19    9.6323155E-19
206.0414    4.2546649E-18    4.0283660E-18    4.9058090E-18    1.0535508E-18    4.2532808E-19    7.7285458E-19
206.0742    4.2720046E-18    3.9359758E-18    4.7253802E-18    8.8989666E-19    6.8025195E-19    5.4841960E-19
206.1070    4.2083702E-18    3.9527748E-18    4.5522737E-18    7.0174371E-19    9.6308705E-19    4.9595407E-19
206.1397    4.0855707E-18    4.0281060E-18    4.3554516E-18    5.7930786E-19    1.2042031E-18    6.4625407E-19
206.1725    3.9138408E-18    4.0731513E-18    4.1701927E-18    5.5969482E-19    1.3661133E-18    9.1874276E-19
206.2053    3.6795396E-18    4.0198424E-18    4.0603920E-18    6.4564430E-19    1.2802245E-18    1.2028762E-18
206.2381    3.3717151E-18    3.8575531E-18    4.0527608E-18    7.7671785E-19    9.1313320E-19    1.4098819E-18
206.2709    3.0159010E-18    3.6180485E-18    4.1034245E-18    8.5301767E-19    5.7305744E-19    1.4966821E-18
206.3038    2.6723997E-18    3.3461649E-18    4.1208986E-18    8.6481152E-19    4.3215540E-19    1.4596187E-18
206.3366    2.3987257E-18    3.0778902E-18    4.0286283E-18    8.7589874E-19    4.1322692E-19    1.3233272E-18
206.3695    2.2166286E-18    2.8283257E-18    3.8147440E-18    8.9944159E-19    4.6319361E-19    1.1553529E-18
206.4023    2.1106344E-18    2.5958778E-18    3.5297462E-18    8.7919024E-19    4.9637532E-19    1.0072473E-18
206.4352    2.0505894E-18    2.3767090E-18    3.2432708E-18    7.8113402E-19    4.7343731E-19    8.5316901E-19
206.4681    2.0072917E-18    2.1755239E-18    3.0001305E-18    6.4197058E-19    4.2270803E-19    7.0149756E-19
206.5010    1.9481725E-18    2.0059657E-18    2.8068218E-18    5.2289716E-19    3.9808766E-19    6.4556455E-19
206.5339    1.8488001E-18    1.8792339E-18    2.6471912E-18    4.2269540E-19    4.2565388E-19    7.0401567E-19
206.5668    1.7450810E-18    1.7918871E-18    2.5041098E-18    3.3120814E-19    4.5329621E-19    7.4974134E-19
206.5997    1.7753691E-18    1.7301576E-18    2.3695833E-18    3.4162681E-19    4.3274253E-19    6.8823532E-19
206.6327    2.1484811E-18    1.6820718E-18    2.2391104E-18    4.7788741E-19    3.9901047E-19    5.3457764E-19
206.6656    3.0492435E-18    1.6431975E-18    2.0974116E-18    6.0539907E-19    4.0513658E-19    3.7491194E-19
206.6986    4.5407142E-18    1.6327153E-18    1.9157275E-18    6.1620269E-19    4.1820055E-19    2.7995898E-19
206.7315    6.5118391E-18    1.7260175E-18    1.6740974E-18    5.0629284E-19    3.9046653E-19    3.2673418E-19
206.7645    8.7021729E-18    2.0621145E-18    1.3965103E-18    4.1463052E-19    3.1733856E-19    5.4879745E-19
206.7975    1.0794114E-17    2.7935707E-18    1.1693514E-18    4.2497771E-19    2.4229952E-19    7.7506996E-19
206.8305    1.2486317E-17    4.0027988E-18    1.1348296E-18    4.3343192E-19    2.3271164E-19    8.6190073E-19
206.8635    1.3537619E-17    5.6325036E-18    1.4647116E-18    4.1683167E-19    2.6776820E-19    7.9259034E-19
206.8965    1.3843520E-17    7.4698750E-18    2.3048401E-18    4.0281182E-19    2.7840625E-19    6.4520665E-19
206.9295    1.3479463E-17    9.1999470E-18    3.6999635E-18    4.1684328E-19    2.6826730E-19    4.9628149E-19
206.9626    1.2671065E-17    1.0530390E-17    5.5419826E-18    4.4285365E-19    2.8248466E-19    3.7764616E-19
206.9956    1.1693893E-17    1.1333324E-17    7.5957424E-18    3.9400765E-19    3.0477422E-19    3.2003253E-19
207.0287    1.0748893E-17    1.1616344E-17    9.5950082E-18    2.9047343E-19    2.8684386E-19    3.3090592E-19
207.0618    9.9260618E-18    1.1444003E-17    1.1294085E-17    3.2808982E-19    2.4754456E-19    3.5904264E-19
207.0948    9.2280550E-18    1.0943690E-17    1.2439394E-17    4.2321063E-19    2.4752846E-19    3.8872662E-19
207.1279    8.6128144E-18    1.0258623E-17    1.2829099E-17    4.3727867E-19    2.7673007E-19    4.4211525E-19
207.1610    8.0458800E-18    9.4981235E-18    1.2493469E-17    4.8727712E-19    2.9288875E-19    5.0662182E-19
207.1942    7.5247487E-18    8.7445129E-18    1.1719105E-17    6.4733040E-19    2.8295832E-19    5.2051401E-19
207.2273    7.0747988E-18    8.0601604E-18    1.0836774E-17    7.8135825E-19    2.5058437E-19    4.4464351E-19
207.2604    6.7327902E-18    7.4859903E-18    1.0034852E-17    8.0993159E-19    2.1063716E-19    3.1606723E-19
207.2936    6.5179983E-18    7.0453700E-18    9.3391517E-18    7.4961907E-19    1.7513571E-19    2.1222466E-19
207.3267    6.3970058E-18    6.7288239E-18    8.6928335E-18    6.6448905E-19    1.4795238E-19    1.6846246E-19
207.3599    6.2710329E-18    6.4817988E-18    8.0565343E-18    6.3560703E-19    1.3150010E-19    1.8876019E-19
207.3931    6.0238470E-18    6.2290445E-18    7.4634261E-18    7.3523605E-19    1.1962141E-19    2.5091291E-19
207.4262    5.6119805E-18    5.9232863E-18    6.9885042E-18    9.8827673E-19    9.4072526E-20    2.9838712E-19
207.4594    5.1060963E-18    5.5722241E-18    6.6711509E-18    1.3061891E-18    4.6525556E-20    2.8882094E-19
207.4927    4.6297767E-18    5.2207741E-18    6.4692599E-18    1.4612211E-18    1.2063331E-19    2.0998149E-19
207.5259    4.2563109E-18    4.9102353E-18    6.2829426E-18    1.3114609E-18    2.9336341E-19    9.8997630E-20
207.5591    3.9708846E-18    4.6498030E-18    6.0223069E-18    9.9914102E-19    4.7579104E-19    9.7325502E-20
207.5924    3.7213069E-18    4.4189541E-18    5.6624332E-18    7.6438686E-19    5.7024232E-19    2.5294809E-19
207.6256    3.4757455E-18    4.1912825E-18    5.2477145E-18    6.5070936E-19    6.1761552E-19    4.5141789E-19
207.6589    3.2285786E-18    3.9577039E-18    4.8516779E-18    5.5621009E-19    7.9441176E-19    6.6886129E-19
207.6921    2.9836516E-18    3.7285754E-18    4.5276327E-18    4.5791416E-19    7.9968653E-19    8.8688284E-19
207.7254    2.7514107E-18    3.5138519E-18    4.2800884E-18    4.3465275E-19    6.9576595E-19    1.0499093E-18
207.7587    2.5465890E-18    3.3060186E-18    4.0673320E-18    5.4104539E-19    7.1371399E-19    1.0906781E-18
207.7920    2.3750606E-18    3.0862387E-18    3.8313134E-18    6.5306572E-19    7.7188248E-19    1.0226858E-18
207.8253    2.2276065E-18    2.8485091E-18    3.5399072E-18    6.9389332E-19    7.7543889E-19    9.0621457E-19
207.8587    2.0924410E-18    2.6126986E-18    3.2148573E-18    7.3134745E-19    6.9785251E-19    7.9981547E-19
207.8920    1.9723281E-18    2.4066427E-18    2.9190115E-18    7.7318265E-19    5.6726181E-19    7.7253667E-19
207.9254    1.8906678E-18    2.2389335E-18    2.7059014E-18    7.5577087E-19    4.7656076E-19    8.3476160E-19
207.9587    1.8716054E-18    2.0986191E-18    2.5774805E-18    7.0821371E-19    4.1553527E-19    8.8439806E-19
207.9921    1.9027916E-18    1.9763838E-18    2.4921871E-18    7.3128329E-19    3.6892108E-19    8.2088260E-19
208.0255    1.9260640E-18    1.8745367E-18    2.4143064E-18    8.2824778E-19    4.8373768E-19    6.6728150E-19
208.0588    1.8820297E-18    1.7989449E-18    2.3524780E-18    9.1177002E-19    5.9828616E-19    5.3962638E-19
208.0923    1.7631162E-18    1.7474475E-18    2.3418181E-18    9.3172451E-19    5.9390912E-19    5.1172607E-19
208.1257    1.6154141E-18    1.7063824E-18    2.3826693E-18    8.5873948E-19    5.2990351E-19    5.3554440E-19
208.1591    1.5116787E-18    1.6571346E-18    2.4050402E-18    6.9842927E-19    4.5412582E-19    5.2510225E-19
208.1925    1.5537715E-18    1.5879343E-18    2.3137292E-18    5.8733732E-19    3.6000748E-19    4.4139198E-19
208.2260    1.8864872E-18    1.5029535E-18    2.0767606E-18    6.5296473E-19    2.9324809E-19    3.1793389E-19
208.2594    2.6604722E-18    1.4226478E-18    1.7538809E-18    7.4485042E-19    2.7237161E-19    2.1603334E-19
208.2929    3.9358881E-18    1.3860988E-18    1.4378089E-18    7.3482695E-19    2.6190341E-19    1.4956568E-19
208.3264    5.5917835E-18    1.4640853E-18    1.1912853E-18    6.3854134E-19    2.3720385E-19    1.2360456E-19
208.3599    7.3206292E-18    1.7614572E-18    1.0412893E-18    5.2647283E-19    1.9360153E-19    1.6088460E-19
208.3933    8.7640720E-18    2.3830164E-18    1.0065363E-18    4.6819834E-19    1.7844095E-19    2.0363434E-19
208.4269    9.7357919E-18    3.3679619E-18    1.1294689E-18    4.7849022E-19    2.1250648E-19    2.0466590E-19
208.4604    1.0297969E-17    4.6254398E-18    1.5119443E-18    4.9866261E-19    2.2096273E-19    1.5637995E-19
208.4939    1.0585604E-17    5.9242093E-18    2.3073097E-18    4.8648572E-19    1.8063695E-19    1.1747022E-19
208.5275    1.0633553E-17    7.0079383E-18    3.6068422E-18    4.2132253E-19    1.4530739E-19    1.4458579E-19
208.5610    1.0425599E-17    7.7757223E-18    5.2731679E-18    3.0657106E-19    1.7165930E-19    1.6500170E-19
208.5946    1.0025366E-17    8.2756356E-18    6.9092971E-18    2.9890164E-19    2.2583111E-19    1.6654435E-19
208.6281    9.5692351E-18    8.5351075E-18    8.1121659E-18    4.0352787E-19    2.6796462E-19    1.6940930E-19
208.6617    9.1523590E-18    8.5428553E-18    8.7908336E-18    4.2956709E-19    2.9225590E-19    2.1012713E-19
208.6953    8.7882805E-18    8.3656594E-18    9.1186161E-18    3.8326232E-19    3.0841154E-19    2.9906900E-19
208.7289    8.4774379E-18    8.1385948E-18    9.2392749E-18    3.3075110E-19    3.1220270E-19    3.6539370E-19
208.7625    8.2562709E-18    7.9568008E-18    9.1771818E-18    2.8698713E-19    2.8654896E-19    3.6888735E-19
208.7962    8.1435227E-18    7.8301032E-18    8.9639123E-18    2.7084305E-19    2.3805190E-19    3.3626460E-19
208.8298    8.0675247E-18    7.7232733E-18    8.7068206E-18    3.2768744E-19    2.1453994E-19    3.0236365E-19
208.8635    7.9019507E-18    7.6066675E-18    8.5113707E-18    4.3292272E-19    2.2689572E-19    2.7268818E-19
208.8971    7.5805974E-18    7.4526701E-18    8.3929502E-18    5.1349052E-19    2.2304181E-19    2.5238329E-19
208.9308    7.1413791E-18    7.2178499E-18    8.2919298E-18    6.0008376E-19    1.9722533E-19    2.4145713E-19
208.9645    6.6642811E-18    6.8765437E-18    8.1520654E-18    7.7402411E-19    2.0563861E-19    2.0962480E-19
208.9982    6.1961915E-18    6.4637281E-18    7.9555840E-18    9.2170839E-19    2.8609028E-19    1.3406673E-19
209.0319    5.7298167E-18    6.0504002E-18    7.6994122E-18    9.1329057E-19    4.0050953E-19    1.8525641E-20
209.0656    5.2496910E-18    5.6784969E-18    7.3706316E-18    7.7724551E-19    4.9147423E-19    4.6339154E-20
209.0993    4.7868909E-18    5.3410855E-18    6.9508019E-18    6.0550798E-19    5.1661523E-19    1.5859861E-19
209.1330    4.4103319E-18    5.0090433E-18    6.4431352E-18    4.6047348E-19    5.0048382E-19    2.9567304E-19
209.1668    4.1642786E-18    4.6606543E-18    5.8963631E-18    3.9559282E-19    5.1172924E-19    4.3578836E-19
209.2006    4.0231085E-18    4.2970878E-18    5.3905850E-18    5.0890489E-19    5.3869472E-19    5.3017912E-19
209.2343    3.9167149E-18    3.9427163E-18    4.9855025E-18    6.6121510E-19    5.5331686E-19    5.9530414E-19
209.2681    3.7922372E-18    3.6328686E-18    4.6785719E-18    6.1220612E-19    5.6572622E-19    7.0808662E-19
209.3019    3.6361343E-18    3.3907125E-18    4.4177558E-18    4.1666501E-19    5.8662765E-19    8.3532872E-19
209.3357    3.4513471E-18    3.2073713E-18    4.1572973E-18    5.0597377E-19    5.9240208E-19    9.0759553E-19
209.3695    3.2420194E-18    3.0477094E-18    3.8961599E-18    6.5696142E-19    5.7894846E-19    9.3947058E-19
209.4033    3.0168121E-18    2.8790611E-18    3.6609462E-18    6.4561494E-19    5.7893222E-19    9.6231114E-19
209.4372    2.7829237E-18    2.6996398E-18    3.4662277E-18    5.7361491E-19    5.8827912E-19    9.8941004E-19
209.4710    2.5378052E-18    2.5408581E-18    3.3004132E-18    4.8382794E-19    5.9341890E-19    1.0073954E-18
209.5049    2.2841681E-18    2.4333435E-18    3.1406332E-18    3.3768061E-19    5.8141001E-19    9.8138897E-19
209.5387    2.0484188E-18    2.3693280E-18    2.9743502E-18    1.2168493E-19    5.1927001E-19    9.2308352E-19
209.5726    1.8633238E-18    2.3062570E-18    2.8092218E-18    2.1530668E-19    4.6626765E-19    8.8203298E-19
209.6065    1.7336309E-18    2.2067111E-18    2.6626713E-18    4.5445471E-19    4.7253568E-19    8.9017857E-19
209.6404    1.6379359E-18    2.0659293E-18    2.5376287E-18    5.7825326E-19    4.6590119E-19    8.9977254E-19
209.6743    1.5613357E-18    1.9014563E-18    2.4095675E-18    6.0549828E-19    4.0607589E-19    8.2466989E-19
209.7082    1.5048963E-18    1.7324908E-18    2.2454828E-18    6.4384975E-19    3.1266475E-19    6.8554902E-19
209.7422    1.4617221E-18    1.5748819E-18    2.0361049E-18    7.2124171E-19    2.1001915E-19    5.6684499E-19
209.7761    1.4069459E-18    1.4398113E-18    1.8070184E-18    7.5720525E-19    1.4045396E-19    4.8134367E-19
209.8101    1.3297661E-18    1.3284210E-18    1.6016937E-18    7.1436153E-19    1.4976859E-19    4.3369226E-19
209.8440    1.2836170E-18    1.2337453E-18    1.4509989E-18    6.4981680E-19    1.8792793E-19    4.5655882E-19
209.8780    1.4025210E-18    1.1510553E-18    1.3501745E-18    6.2919006E-19    2.1889571E-19    5.0211173E-19
209.9120    1.8429177E-18    1.0854106E-18    1.2624656E-18    6.2785939E-19    2.2451814E-19    5.1017489E-19
209.9460    2.6716471E-18    1.0594313E-18    1.1499657E-18    6.0622025E-19    1.9637747E-19    4.7345402E-19
209.9800    3.7702274E-18    1.1314177E-18    1.0058645E-18    5.5122472E-19    1.5589599E-19    4.0017115E-19
210.0140    4.8477144E-18    1.3987916E-18    8.6080353E-19    4.5600948E-19    1.3512546E-19    3.0673037E-19
210.0481    5.6421973E-18    1.9492076E-18    7.7293483E-19    3.3197104E-19    1.6261205E-19    2.2651936E-19
210.0821    6.1769438E-18    2.7731524E-18    8.2992286E-19    2.1350471E-19    2.1419735E-19    1.9742294E-19
210.1162    6.7385610E-18    3.7054285E-18    1.1490480E-18    1.8802404E-19    2.4513508E-19    2.2467263E-19
210.1502    7.5684172E-18    4.4959868E-18    1.8233937E-18    2.3136400E-19    2.4838319E-19    2.5978153E-19
210.1843    8.6155384E-18    5.0393246E-18    2.8175595E-18    2.3676974E-19    2.4456718E-19    2.7662946E-19
210.2184    9.5673926E-18    5.4937369E-18    3.9142454E-18    1.8358997E-19    2.6328414E-19    2.7448146E-19
210.2525    1.0125773E-17    6.0803031E-18    4.8363885E-18    9.1041153E-20    3.0390198E-19    2.5428682E-19
210.2866    1.0258641E-17    6.8434779E-18    5.5003488E-18    7.8998538E-20    3.2253009E-19    2.2883856E-19
210.3207    1.0129186E-17    7.6174464E-18    6.0902801E-18    1.7760899E-19    2.8405289E-19    2.2202598E-19
210.3549    9.8538581E-18    8.1760196E-18    6.8240690E-18    2.3391024E-19    1.9127260E-19    2.2198447E-19
210.3890    9.4264270E-18    8.4138795E-18    7.7141920E-18    2.3370940E-19    8.6268913E-20    1.9106330E-19
210.4232    8.8149489E-18    8.3766042E-18    8.5734425E-18    2.3445173E-19    5.9637629E-20    1.3759689E-19
210.4573    8.0533807E-18    8.1551205E-18    9.2007453E-18    2.8190361E-19    8.7541394E-20    1.1324761E-19
210.4915    7.2538662E-18    7.7980572E-18    9.5032881E-18    3.1183796E-19    9.1183594E-20    1.2073307E-19
210.5257    6.5651908E-18    7.3203953E-18    9.4576390E-18    2.6898029E-19    7.1655820E-20    1.5074612E-19
210.5599    6.0908560E-18    6.7535646E-18    9.0735234E-18    1.9728035E-19    3.3531703E-20    2.2497834E-19
210.5941    5.8121644E-18    6.1716224E-18    8.4330953E-18    1.9639206E-19    4.3879021E-20    3.1764301E-19
210.6283    5.5982874E-18    5.6687602E-18    7.6901622E-18    2.4917267E-19    9.6273023E-20    3.8626729E-19
210.6625    5.3146741E-18    5.3037951E-18    6.9908009E-18    2.8171300E-19    1.4291291E-19    4.0880776E-19
210.6968    4.9308858E-18    5.0607743E-18    6.4126512E-18    2.4150570E-19    1.6763550E-19    3.7291898E-19
210.7310    4.5237989E-18    4.8640292E-18    5.9687847E-18    1.2920027E-19    1.5946951E-19    2.8200009E-19
210.7653    4.1868716E-18    4.6403156E-18    5.6314960E-18    2.7837966E-19    1.3062950E-19    2.1312838E-19
210.7996    3.9448470E-18    4.3683493E-18    5.3506737E-18    4.9792976E-19    1.3515522E-19    2.6887428E-19
210.8339    3.7514718E-18    4.0685961E-18    5.0798665E-18    5.6588887E-19    2.2518635E-19    3.7291381E-19
210.8682    3.5522942E-18    3.7620352E-18    4.8035344E-18    5.2528958E-19    3.8287848E-19    4.7037792E-19
210.9025    3.3365818E-18    3.4623691E-18    4.5347354E-18    4.6907004E-19    5.6427968E-19    5.6399722E-19
210.9368    3.1335434E-18    3.1981139E-18    4.2846223E-18    4.7800773E-19    7.0302879E-19    6.6098789E-19
210.9711    2.9705680E-18    3.0072093E-18    4.0485041E-18    5.8358674E-19    6.9481979E-19    7.5382701E-19
211.0055    2.8404227E-18    2.9056796E-18    3.8217551E-18    6.3833236E-19    5.0157538E-19    8.1327870E-19
211.0398    2.7064299E-18    2.8659870E-18    3.6147560E-18    6.4852582E-19    2.4736342E-19    8.1053307E-19
211.0742    2.5373922E-18    2.8251226E-18    3.4450051E-18    7.1062055E-19    8.1198347E-20    7.3918420E-19
211.1086    2.3346302E-18    2.7293967E-18    3.3110371E-18    7.6088051E-19    1.7846404E-19    6.6215780E-19
211.1430    2.1282019E-18    2.5725177E-18    3.1794170E-18    7.0107673E-19    2.7592406E-19    6.9514192E-19
211.1774    1.9508089E-18    2.3789810E-18    3.0099683E-18    5.2843576E-19    3.1143695E-19    8.0510636E-19
